summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x5171900-6556bb10-8,SEDENTARY,0,0,0.0,900,900,1700182800,3600,1.0,SEDENTARY,0.0,3.0
x5171900-6556be94-8,SEDENTARY,0,0,0.0,900,900,1700183700,3600,1.0,SEDENTARY,0.0,5.0
x5171900-6556c218-8,SEDENTARY,0,0,0.0,900,900,1700184600,3600,1.0,SEDENTARY,0.0,1.0
x5171900-6556c59c-8,SEDENTARY,0,0,0.0,900,900,1700185500,3600,1.0,SEDENTARY,0.0,0.0
x5171900-6556c920-8,SEDENTARY,0,0,0.0,900,900,1700186400,3600,1.0,SEDENTARY,0.0,4.0
x5171900-6556cca4-8,SEDENTARY,0,0,0.0,900,900,1700187300,3600,1.0,SEDENTARY,0.0,0.0
x5171900-6556d028-8,SEDENTARY,0,0,0.0,900,900,1700188200,3600,1.0,SEDENTARY,0.0,4.0
x5171900-6556d3ac-8,SEDENTARY,0,0,0.0,900,900,1700189100,3600,1.0,SEDENTARY,0.0,1.0
x5171900-6556d730-8,SEDENTARY,0,0,0.0,900,900,1700190000,3600,1.0,SEDENTARY,0.0,3.0
x5171900-6556dab4-8,SEDENTARY,0,0,0.0,900,900,1700190900,3600,1.0,SEDENTARY,0.0,0.0
x5171900-6556de38-8,SEDENTARY,0,0,0.0,900,900,1700191800,3600,1.0,SEDENTARY,0.0,0.0
x5171900-6556e1bc-8,SEDENTARY,0,0,0.0,900,900,1700192700,3600,1.0,SEDENTARY,0.0,4.0
x5171900-6556e540-8,SEDENTARY,0,0,0.0,900,900,1700193600,3600,1.0,SEDENTARY,0.0,1.0
x5171900-6556e8c4-8,SEDENTARY,0,0,0.0,900,900,1700194500,3600,1.0,SEDENTARY,0.0,0.0
x5171900-6556ec48-8,SEDENTARY,0,0,0.0,900,900,1700195400,3600,1.0,SEDENTARY,0.0,0.0
x5171900-6556efcc-8,SEDENTARY,0,0,0.0,900,900,1700196300,3600,1.0,SEDENTARY,0.0,2.0
