summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x54f2e49-661f1100-8,SEDENTARY,0,0,0.0,900,900,1713312000,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-661f1484-8,SEDENTARY,0,0,0.0,900,900,1713312900,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-661f1808-8,SEDENTARY,0,0,0.0,900,900,1713313800,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-661f1b8c-8,SEDENTARY,0,0,0.0,900,900,1713314700,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-661f1f10-8,SEDENTARY,0,0,0.0,900,900,1713315600,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-661f2294-6,WALKING,0,17,12.1,900,60,1713316500,3600,1.0,ACTIVE,3.0,3.0
x54f2e49-661f2294-8,SEDENTARY,0,0,0.0,900,840,1713316500,3600,1.0,SEDENTARY,0.0,4.0
x54f2e49-661f2618-8,SEDENTARY,0,0,0.0,900,900,1713317400,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-661f299c-8,SEDENTARY,0,0,0.0,900,900,1713318300,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-661f2d20-8,SEDENTARY,0,0,0.0,900,900,1713319200,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-661f30a4-8,SEDENTARY,0,0,0.0,900,900,1713320100,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-661f3428-8,SEDENTARY,0,0,0.0,900,900,1713321000,3600,1.0,SEDENTARY,0.0,2.0
x54f2e49-661f37ac-8,SEDENTARY,0,0,0.0,900,900,1713321900,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-661f3b30-8,SEDENTARY,0,0,0.0,900,900,1713322800,3600,1.0,SEDENTARY,0.0,4.0
