summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x54f2e49-66469e00-8,SEDENTARY,0,0,0.0,900,900,1715904000,3600,1.0,SEDENTARY,0.0,2.0
x54f2e49-6646a184-8,SEDENTARY,0,0,0.0,900,900,1715904900,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-6646a508-8,SEDENTARY,0,0,0.0,900,900,1715905800,3600,1.0,SEDENTARY,0.0,4.0
x54f2e49-6646a88c-8,SEDENTARY,0,0,0.0,900,900,1715906700,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646ac10-8,SEDENTARY,0,0,0.0,900,900,1715907600,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646af94-8,SEDENTARY,0,0,0.0,900,900,1715908500,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-6646b318-8,SEDENTARY,0,0,0.0,900,900,1715909400,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646b69c-8,SEDENTARY,0,0,0.0,900,900,1715910300,3600,1.0,SEDENTARY,0.0,1.0
x54f2e49-6646ba20-8,SEDENTARY,0,0,0.0,900,900,1715911200,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646bda4-8,SEDENTARY,0,0,0.0,900,900,1715912100,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-6646c128-8,SEDENTARY,0,0,0.0,900,900,1715913000,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646c4ac-8,SEDENTARY,0,0,0.0,900,900,1715913900,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646c830-8,SEDENTARY,0,0,0.0,900,900,1715914800,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-6646cbb4-8,SEDENTARY,0,0,0.0,900,900,1715915700,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646cf38-8,SEDENTARY,0,0,0.0,900,900,1715916600,3600,1.0,SEDENTARY,0.0,2.0
x54f2e49-6646d2bc-8,SEDENTARY,0,0,0.0,900,900,1715917500,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646d640-8,SEDENTARY,0,0,0.0,900,900,1715918400,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-6646d9c4-8,SEDENTARY,0,0,0.0,900,900,1715919300,3600,1.0,SEDENTARY,0.0,0.0
x54f2e49-6646dd48-8,SEDENTARY,0,0,0.0,900,900,1715920200,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646e0cc-8,SEDENTARY,0,0,0.0,900,900,1715921100,3600,1.0,SEDENTARY,0.0,4.0
x54f2e49-6646e450-8,SEDENTARY,0,0,0.0,900,900,1715922000,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646e7d4-8,SEDENTARY,0,0,0.0,900,900,1715922900,3600,1.0,SEDENTARY,0.0,3.0
x54f2e49-6646eb58-8,SEDENTARY,0,0,0.0,900,900,1715923800,3600,1.0,SEDENTARY,0.0,2.0
x54f2e49-6646eedc-8,SEDENTARY,0,0,0.0,900,900,1715924700,3600,1.0,SEDENTARY,0.0,5.0
x54f2e49-6646f260-6,WALKING,6,65,46.28,900,240,1715925600,3600,2.252174,ACTIVE,2.0,3.0
x54f2e49-6646f260-8,SEDENTARY,0,0,0.0,900,660,1715925600,3600,1.0,SEDENTARY,0.0,6.0
