summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x51140df-658f5d80-0,GENERIC,146,0,0.0,900,0,1703894400,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f6104-6,WALKING,19,39,32.47,900,180,1703895300,0,4.4118967,ACTIVE,1.6666666666666667,3.0
x51140df-658f6104-0,GENERIC,61,0,0.0,900,0,1703895300,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f6488-6,WALKING,4,15,12.49,900,60,1703896200,0,3.154882,ACTIVE,2.0,2.0
x51140df-658f6488-0,GENERIC,73,0,0.0,900,0,1703896200,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f6488-8,SEDENTARY,5,0,0.0,900,840,1703896200,0,1.1924002,SEDENTARY,0.0,0.0
x51140df-658f680c-6,WALKING,9,15,12.49,900,60,1703897100,0,5.8484845,ACTIVE,4.0,4.0
x51140df-658f680c-0,GENERIC,92,0,0.0,900,0,1703897100,0,1.0,SEDENTARY,0.0,6.0
x51140df-658f6b90-6,WALKING,46,203,169.02,900,360,1703898000,0,5.130191,ACTIVE,2.8333333333333335,4.0
x51140df-658f6b90-0,GENERIC,46,0,0.0,900,0,1703898000,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f6b90-8,SEDENTARY,4,0,0.0,900,540,1703898000,0,1.2394314,SEDENTARY,0.0,0.0
x51140df-658f6f14-6,WALKING,33,77,64.11,900,300,1703898900,0,4.5555553,ACTIVE,1.8,2.0
x51140df-658f6f14-0,GENERIC,39,0,0.0,900,0,1703898900,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f6f14-8,SEDENTARY,3,0,0.0,900,600,1703898900,0,1.1616162,SEDENTARY,0.0,0.0
x51140df-658f7298-6,WALKING,8,25,20.81,900,120,1703899800,0,3.154882,ACTIVE,2.0,2.0
x51140df-658f7298-0,GENERIC,14,0,0.0,900,0,1703899800,0,1.0,SEDENTARY,0.0,4.0
x51140df-658f7298-8,SEDENTARY,6,0,0.0,900,780,1703899800,0,1.2486403,SEDENTARY,0.0,2.0
x51140df-658f761c-6,WALKING,4,41,34.14,900,60,1703900700,0,3.154882,ACTIVE,3.0,3.0
x51140df-658f761c-0,GENERIC,3,0,0.0,900,0,1703900700,0,1.0,SEDENTARY,0.0,4.0
x51140df-658f761c-8,SEDENTARY,0,0,0.01,900,840,1703900700,0,1.0,SEDENTARY,0.0,3.0
x51140df-658f79a0-0,GENERIC,37,0,0.0,900,0,1703901600,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f79a0-8,SEDENTARY,0,0,0.0,900,900,1703901600,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f7d24-8,SEDENTARY,0,0,0.0,900,900,1703902500,0,1.0,SEDENTARY,0.0,4.0
x51140df-658f80a8-8,SEDENTARY,0,0,0.0,900,900,1703903400,0,1.0,SEDENTARY,0.0,4.0
x51140df-658f842c-8,SEDENTARY,0,0,0.0,900,900,1703904300,0,1.0,SEDENTARY,0.0,3.0
x51140df-658f87b0-6,WALKING,7,15,12.49,900,60,1703905200,0,4.771044,ACTIVE,2.0,2.0
x51140df-658f87b0-8,SEDENTARY,0,0,0.0,900,840,1703905200,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f8b34-8,SEDENTARY,0,0,0.0,900,900,1703906100,0,1.0,SEDENTARY,0.0,3.0
x51140df-658f8eb8-8,SEDENTARY,0,0,0.0,900,900,1703907000,0,1.0,SEDENTARY,0.0,3.0
x51140df-658f923c-8,SEDENTARY,0,0,0.0,900,900,1703907900,0,1.0,SEDENTARY,0.0,5.0
x51140df-658f95c0-8,SEDENTARY,0,0,0.0,900,900,1703908800,0,1.0,SEDENTARY,0.0,1.0
x51140df-658f9944-8,SEDENTARY,0,0,0.0,900,900,1703909700,0,1.0,SEDENTARY,0.0,2.0
x51140df-658f9cc8-6,WALKING,2,14,11.65,900,60,1703910600,0,2.077441,ACTIVE,6.0,6.0
x51140df-658f9cc8-8,SEDENTARY,0,0,0.0,900,840,1703910600,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fa04c-8,SEDENTARY,0,0,0.0,900,900,1703911500,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fa3d0-8,SEDENTARY,0,0,0.0,900,900,1703912400,0,1.0,SEDENTARY,0.0,5.0
x51140df-658fa754-6,WALKING,23,39,32.47,900,120,1703913300,0,7.195286,ACTIVE,4.0,4.0
x51140df-658fa754-0,GENERIC,50,0,0.0,900,0,1703913300,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fa754-8,SEDENTARY,0,0,0.0,900,780,1703913300,0,1.0,SEDENTARY,0.0,5.0
x51140df-658faad8-0,GENERIC,8,0,0.0,900,0,1703914200,0,1.0,SEDENTARY,0.0,1.0
x51140df-658faad8-8,SEDENTARY,0,0,0.0,900,900,1703914200,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fae5c-6,WALKING,9,34,28.31,900,180,1703915100,0,2.6161618,ACTIVE,2.0,2.0
x51140df-658fae5c-8,SEDENTARY,0,0,0.0,900,720,1703915100,0,1.0,SEDENTARY,0.0,1.0
x51140df-658fb1e0-8,SEDENTARY,0,0,0.0,900,900,1703916000,0,1.0,SEDENTARY,0.0,2.0
x51140df-658fb564-8,SEDENTARY,0,0,0.0,900,900,1703916900,0,1.0,SEDENTARY,0.0,3.0
x51140df-658fb8e8-8,SEDENTARY,0,0,0.0,900,900,1703917800,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fbc6c-8,SEDENTARY,0,0,0.0,900,900,1703918700,0,1.0,SEDENTARY,0.0,3.0
x51140df-658fbff0-8,SEDENTARY,0,0,0.0,900,900,1703919600,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fc374-8,SEDENTARY,0,0,0.0,900,900,1703920500,0,1.0,SEDENTARY,0.0,5.0
x51140df-658fc6f8-8,SEDENTARY,0,0,0.0,900,900,1703921400,0,1.0,SEDENTARY,0.0,3.0
x51140df-658fca7c-8,SEDENTARY,0,0,0.0,900,900,1703922300,0,1.0,SEDENTARY,0.0,3.0
x51140df-658fce00-8,SEDENTARY,0,0,0.0,900,900,1703923200,0,1.0,SEDENTARY,0.0,5.0
x51140df-658fd184-8,SEDENTARY,0,0,0.0,900,900,1703924100,0,1.0,SEDENTARY,0.0,5.0
x51140df-658fd508-8,SEDENTARY,0,0,0.0,900,900,1703925000,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fd88c-8,SEDENTARY,0,0,0.0,900,900,1703925900,0,1.0,SEDENTARY,0.0,3.0
x51140df-658fdc10-6,WALKING,0,15,12.49,900,60,1703926800,0,1.0,ACTIVE,2.0,2.0
x51140df-658fdc10-8,SEDENTARY,0,0,0.0,900,840,1703926800,0,1.0,SEDENTARY,0.0,2.0
x51140df-658fdf94-8,SEDENTARY,0,0,0.0,900,900,1703927700,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fe318-8,SEDENTARY,0,0,0.0,900,900,1703928600,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fe69c-8,SEDENTARY,0,0,0.0,900,900,1703929500,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fea20-8,SEDENTARY,0,0,0.0,900,900,1703930400,0,1.0,SEDENTARY,0.0,5.0
x51140df-658feda4-8,SEDENTARY,0,0,0.0,900,900,1703931300,0,1.0,SEDENTARY,0.0,3.0
x51140df-658ff128-8,SEDENTARY,0,0,0.0,900,900,1703932200,0,1.0,SEDENTARY,0.0,3.0
x51140df-658ff4ac-8,SEDENTARY,0,0,0.0,900,900,1703933100,0,1.0,SEDENTARY,0.0,4.0
x51140df-658ff830-8,SEDENTARY,0,0,0.0,900,900,1703934000,0,1.0,SEDENTARY,0.0,4.0
x51140df-658ffbb4-8,SEDENTARY,0,0,0.0,900,900,1703934900,0,1.0,SEDENTARY,0.0,4.0
x51140df-658fff38-8,SEDENTARY,0,0,0.0,900,900,1703935800,0,1.0,SEDENTARY,0.0,4.0
x51140df-659002bc-8,SEDENTARY,0,0,0.0,900,900,1703936700,0,1.0,SEDENTARY,0.0,3.0
x51140df-65900640-8,SEDENTARY,0,0,0.0,900,900,1703937600,0,1.0,SEDENTARY,0.0,2.0
x51140df-659009c4-8,SEDENTARY,0,0,0.0,900,900,1703938500,0,1.0,SEDENTARY,0.0,4.0
