summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x5344bf2-667cc7a0-8,SEDENTARY,0,0,0.0,900,900,1719453600,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667ccb24-8,SEDENTARY,0,0,0.0,900,900,1719454500,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-667ccea8-8,SEDENTARY,0,0,0.0,900,900,1719455400,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667cd22c-8,SEDENTARY,0,0,0.0,900,900,1719456300,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-667cd5b0-8,SEDENTARY,0,0,0.0,900,900,1719457200,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-667cd934-8,SEDENTARY,0,0,0.0,900,900,1719458100,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667cdcb8-8,SEDENTARY,0,0,0.0,900,900,1719459000,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667ce03c-8,SEDENTARY,0,0,0.0,900,900,1719459900,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-667ce3c0-8,SEDENTARY,0,0,0.0,900,900,1719460800,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-667ce744-6,WALKING,1,44,35.03,900,60,1719461700,3600,1.6440072,ACTIVE,2.0,2.0
x5344bf2-667ce744-8,SEDENTARY,0,0,0.0,900,840,1719461700,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-667ceac8-8,SEDENTARY,0,0,0.0,900,900,1719462600,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667cee4c-8,SEDENTARY,0,0,0.0,900,900,1719463500,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-667cf1d0-8,SEDENTARY,0,0,0.0,900,900,1719464400,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667cf554-8,SEDENTARY,0,0,0.0,900,900,1719465300,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-667cf8d8-8,SEDENTARY,0,0,0.0,900,900,1719466200,3600,1.0,SEDENTARY,0.0,2.0
x5344bf2-667cfc5c-8,SEDENTARY,0,0,0.0,900,900,1719467100,3600,1.0,SEDENTARY,0.0,1.0
x5344bf2-667cffe0-8,SEDENTARY,0,0,0.0,900,900,1719468000,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667d0364-8,SEDENTARY,0,0,0.0,900,900,1719468900,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667d06e8-8,SEDENTARY,0,0,0.0,900,900,1719469800,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-667d0a6c-8,SEDENTARY,0,0,0.0,900,900,1719470700,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-667d0df0-8,SEDENTARY,0,0,0.0,900,900,1719471600,3600,1.0,SEDENTARY,0.0,4.0
