summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x5344bf2-66303480-8,SEDENTARY,0,0,0.0,900,900,1714435200,3600,1.0,SEDENTARY,0.0,2.0
x5344bf2-66303804-8,SEDENTARY,0,0,0.0,900,900,1714436100,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-66303b88-8,SEDENTARY,0,0,0.0,900,900,1714437000,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66303f0c-8,SEDENTARY,0,0,0.0,900,900,1714437900,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-66304290-8,SEDENTARY,0,0,0.0,900,900,1714438800,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66304614-8,SEDENTARY,0,0,0.0,900,900,1714439700,3600,1.0,SEDENTARY,0.0,2.0
x5344bf2-66304998-8,SEDENTARY,0,0,0.0,900,900,1714440600,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-66304d1c-8,SEDENTARY,0,0,0.0,900,900,1714441500,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-663050a0-8,SEDENTARY,0,0,0.0,900,900,1714442400,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-66305424-8,SEDENTARY,0,0,0.0,900,900,1714443300,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-663057a8-8,SEDENTARY,0,0,0.0,900,900,1714444200,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66305b2c-8,SEDENTARY,0,0,0.0,900,900,1714445100,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66305eb0-8,SEDENTARY,0,0,0.0,900,900,1714446000,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-66306234-8,SEDENTARY,0,0,0.0,900,900,1714446900,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-663065b8-6,WALKING,0,21,16.72,900,60,1714447800,3600,1.0,ACTIVE,2.0,2.0
x5344bf2-663065b8-8,SEDENTARY,0,0,0.0,900,840,1714447800,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-6630693c-8,SEDENTARY,0,0,0.0,900,900,1714448700,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-66306cc0-8,SEDENTARY,0,0,0.0,900,900,1714449600,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-66307044-8,SEDENTARY,0,0,0.0,900,900,1714450500,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-663073c8-8,SEDENTARY,0,0,0.0,900,900,1714451400,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-6630774c-8,SEDENTARY,0,0,0.0,900,900,1714452300,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66307ad0-8,SEDENTARY,0,0,0.0,900,900,1714453200,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66307e54-8,SEDENTARY,0,0,0.0,900,900,1714454100,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-663081d8-8,SEDENTARY,0,0,0.0,900,900,1714455000,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-6630855c-8,SEDENTARY,0,0,0.0,900,900,1714455900,3600,1.0,SEDENTARY,0.0,0.0
