summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x5344bf2-66567000-8,SEDENTARY,0,0,0.0,900,900,1716940800,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66567384-8,SEDENTARY,0,0,0.0,900,900,1716941700,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-66567708-6,WALKING,1,31,24.68,900,120,1716942600,3600,1.3220036,ACTIVE,2.0,2.0
x5344bf2-66567708-8,SEDENTARY,0,0,0.0,900,780,1716942600,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66567a8c-6,WALKING,1,23,18.31,900,120,1716943500,3600,1.3220036,ACTIVE,1.5,2.0
x5344bf2-66567a8c-8,SEDENTARY,0,0,0.0,900,780,1716943500,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66567e10-6,WALKING,4,64,50.96,900,180,1716944400,3600,1.8586761,ACTIVE,2.0,3.0
x5344bf2-66567e10-0,GENERIC,3,0,0.0,900,0,1716944400,3600,1.0,SEDENTARY,0.0,6.0
x5344bf2-66567e10-8,SEDENTARY,0,0,0.0,900,720,1716944400,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66568194-1,RUNNING,2,34,40.61,900,60,1716945300,3600,2.2880144,HIGHLY_ACTIVE,6.0,6.0
x5344bf2-66568194-6,WALKING,15,107,85.19,900,420,1716945300,3600,2.3800154,ACTIVE,1.7142857142857142,3.0
x5344bf2-66568194-0,GENERIC,10,0,0.0,900,0,1716945300,3600,1.0,SEDENTARY,0.0,6.0
x5344bf2-66568194-8,SEDENTARY,0,0,0.0,900,420,1716945300,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66568518-6,WALKING,3,24,19.11,900,120,1716946200,3600,1.9660107,ACTIVE,1.5,2.0
x5344bf2-66568518-0,GENERIC,7,0,0.0,900,0,1716946200,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66568518-8,SEDENTARY,0,0,0.0,900,780,1716946200,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-6656889c-8,SEDENTARY,0,0,0.0,900,900,1716947100,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66568c20-0,GENERIC,2,0,0.0,900,0,1716948000,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66568c20-8,SEDENTARY,0,0,0.0,900,900,1716948000,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66568fa4-6,WALKING,3,16,12.74,900,60,1716948900,3600,2.9320214,ACTIVE,2.0,2.0
x5344bf2-66568fa4-8,SEDENTARY,0,0,0.0,900,840,1716948900,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-66569328-6,WALKING,13,37,29.46,900,180,1716949800,3600,3.7906976,ACTIVE,2.0,2.0
x5344bf2-66569328-0,GENERIC,10,0,0.0,900,0,1716949800,3600,1.0,SEDENTARY,0.0,3.0
x5344bf2-66569328-8,SEDENTARY,0,0,0.0,900,720,1716949800,3600,1.0,SEDENTARY,0.0,4.0
x5344bf2-665696ac-6,WALKING,15,171,136.15,900,360,1716950700,3600,2.6100178,ACTIVE,2.3333333333333335,3.0
x5344bf2-665696ac-0,GENERIC,4,0,0.0,900,0,1716950700,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-665696ac-8,SEDENTARY,0,0,0.0,900,540,1716950700,3600,1.0,SEDENTARY,0.0,6.0
x5344bf2-66569a30-6,WALKING,15,37,29.46,900,180,1716951600,3600,4.2200356,ACTIVE,2.0,4.0
x5344bf2-66569a30-0,GENERIC,55,0,0.0,900,0,1716951600,3600,1.0,SEDENTARY,0.0,6.0
x5344bf2-66569a30-8,SEDENTARY,0,0,0.0,900,720,1716951600,3600,1.0,SEDENTARY,0.0,5.0
x5344bf2-66569db4-8,SEDENTARY,0,0,0.0,900,900,1716952500,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-6656a138-8,SEDENTARY,0,0,0.0,900,900,1716953400,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-6656a4bc-8,SEDENTARY,0,0,0.0,900,900,1716954300,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-6656a840-8,SEDENTARY,0,0,0.0,900,900,1716955200,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-6656abc4-8,SEDENTARY,0,0,0.0,900,900,1716956100,3600,1.0,SEDENTARY,0.0,1.0
x5344bf2-6656af48-8,SEDENTARY,0,0,0.0,900,900,1716957000,3600,1.0,SEDENTARY,0.0,0.0
x5344bf2-6656b2cc-8,SEDENTARY,0,0,0.0,900,900,1716957900,3600,1.0,SEDENTARY,0.0,0.0
