summaryId,activityType,activeKilocalories,steps,distanceInMeters,durationInSeconds,activeTimeInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,met,intensity,meanMotionIntensity,maxMotionIntensity
x4e475e5-6540c594-8,SEDENTARY,0,0,0.0,900,780,1698743700,3600,1.0,SEDENTARY,0.0,1.0
x4e475e5-6540c918-8,SEDENTARY,0,0,0.0,6300,6300,1698744600,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-6540e1b4-8,SEDENTARY,0,0,0.0,900,900,1698750900,3600,1.0,SEDENTARY,0.0,3.0
x4e475e5-6540e538-8,SEDENTARY,0,0,0.0,900,900,1698751800,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-6540e8bc-6,WALKING,6,110,85.66,900,240,1698752700,3600,2.26021,ACTIVE,2.0,4.0
x4e475e5-6540e8bc-8,SEDENTARY,0,0,0.0,900,660,1698752700,3600,1.0,SEDENTARY,0.0,6.0
x4e475e5-6540ec40-6,WALKING,10,151,117.58,900,420,1698753600,3600,2.2001998,ACTIVE,2.2857142857142856,4.0
x4e475e5-6540ec40-8,SEDENTARY,0,0,0.0,900,480,1698753600,3600,1.0,SEDENTARY,0.0,5.0
x4e475e5-6540efc4-6,WALKING,7,78,60.74,900,180,1698754500,3600,2.9603267,ACTIVE,4.0,4.0
x4e475e5-6540efc4-8,SEDENTARY,0,0,0.0,900,720,1698754500,3600,1.0,SEDENTARY,0.0,5.0
x4e475e5-6540f348-6,WALKING,11,125,97.34,900,360,1698755400,3600,2.5402565,ACTIVE,2.5,3.0
x4e475e5-6540f348-8,SEDENTARY,0,0,0.0,900,540,1698755400,3600,1.0,SEDENTARY,0.0,6.0
x4e475e5-6540f6cc-6,WALKING,2,79,61.52,900,55,1698756300,3600,2.8330326,ACTIVE,2.0,2.0
x4e475e5-6540f6cc-8,SEDENTARY,0,0,0.0,900,845,1698756300,3600,1.0,SEDENTARY,0.0,3.0
x4e475e5-6540fa50-1,RUNNING,6,120,140.17,900,120,1698757200,3600,3.52042,HIGHLY_ACTIVE,2.0,2.0
x4e475e5-6540fa50-6,WALKING,9,159,123.81,900,300,1698757200,3600,2.512252,ACTIVE,3.0,4.0
x4e475e5-6540fa50-0,GENERIC,2,0,0.0,900,0,1698757200,3600,1.0,SEDENTARY,0.0,7.0
x4e475e5-6540fa50-8,SEDENTARY,0,0,0.0,900,480,1698757200,3600,1.0,SEDENTARY,0.0,6.0
x4e475e5-6540fdd4-8,SEDENTARY,0,0,0.0,900,900,1698758100,3600,1.0,SEDENTARY,0.0,2.0
x4e475e5-65410158-8,SEDENTARY,0,0,0.0,900,900,1698759000,3600,1.0,SEDENTARY,0.0,3.0
x4e475e5-654104dc-8,SEDENTARY,0,0,0.0,900,900,1698759900,3600,1.0,SEDENTARY,0.0,3.0
x4e475e5-65410860-8,SEDENTARY,0,0,0.0,900,900,1698760800,3600,1.0,SEDENTARY,0.0,5.0
x4e475e5-65410be4-6,WALKING,3,65,50.62,900,75,1698761700,3600,3.0163362,ACTIVE,3.0,3.0
x4e475e5-65410be4-8,SEDENTARY,0,0,0.0,900,825,1698761700,3600,1.0,SEDENTARY,0.0,2.0
x4e475e5-65410f68-8,SEDENTARY,0,0,0.0,900,900,1698762600,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-654112ec-8,SEDENTARY,0,0,0.0,900,900,1698763500,3600,1.0,SEDENTARY,0.0,3.0
x4e475e5-65411670-8,SEDENTARY,0,0,0.0,900,900,1698764400,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-654119f4-8,SEDENTARY,0,0,0.0,900,900,1698765300,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-65411d78-6,WALKING,4,22,17.13,900,105,1698766200,3600,2.92032,ACTIVE,1.0,1.0
x4e475e5-65411d78-0,GENERIC,3,0,0.0,900,0,1698766200,3600,1.0,SEDENTARY,0.0,0.0
x4e475e5-65411d78-8,SEDENTARY,0,0,0.0,900,795,1698766200,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-654120fc-6,WALKING,4,115,89.55,900,180,1698767100,3600,2.1201866,ACTIVE,1.0,1.0
x4e475e5-654120fc-8,SEDENTARY,0,0,0.0,900,720,1698767100,3600,1.0,SEDENTARY,0.0,5.0
x4e475e5-65412480-8,SEDENTARY,0,0,0.0,900,900,1698768000,3600,1.0,SEDENTARY,0.0,5.0
x4e475e5-65412804-6,WALKING,4,42,32.7,900,90,1698768900,3600,3.2403734,ACTIVE,1.0,1.0
x4e475e5-65412804-0,GENERIC,1,0,0.0,900,0,1698768900,3600,1.0,SEDENTARY,0.0,5.0
x4e475e5-65412804-8,SEDENTARY,1,0,0.0,900,810,1698768900,3600,1.0622326,SEDENTARY,0.0,4.0
x4e475e5-65412b88-8,SEDENTARY,0,0,0.0,900,900,1698769800,3600,1.0,SEDENTARY,0.0,3.0
x4e475e5-65412f0c-8,SEDENTARY,0,0,0.0,900,900,1698770700,3600,1.0,SEDENTARY,0.0,2.0
x4e475e5-65413290-8,SEDENTARY,0,0,0.0,900,900,1698771600,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-65413614-8,SEDENTARY,0,0,0.0,900,900,1698772500,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-65413998-6,WALKING,3,38,29.59,900,75,1698773400,3600,3.0163362,ACTIVE,0.8,1.0
x4e475e5-65413998-0,GENERIC,6,0,0.0,900,0,1698773400,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-65413998-8,SEDENTARY,0,0,0.0,900,825,1698773400,3600,1.0,SEDENTARY,0.0,5.0
x4e475e5-65413d1c-8,SEDENTARY,0,0,0.0,900,900,1698774300,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-654140a0-8,SEDENTARY,0,0,0.0,900,900,1698775200,3600,1.0,SEDENTARY,0.0,4.0
x4e475e5-65414424-0,GENERIC,5,0,0.0,900,0,1698776100,3600,1.0,SEDENTARY,0.0,5.0
